ticker,signal,sentiment,entry_date,exit_date,entry_price,exit_price,returns_pct
SPY,BUY,POSITIVE,2023-11-16 00:00:00-05:00,2023-11-20 00:00:00-05:00,441.4050598144531,445.3561096191406,0.8951075020182886
SPY,BUY,POSITIVE,2023-11-16 00:00:00-05:00,2023-11-20 00:00:00-05:00,441.4050598144531,445.3561096191406,0.8951075020182886
SPY,BUY,POSITIVE,2023-11-16 00:00:00-05:00,2023-11-20 00:00:00-05:00,441.4050598144531,445.3561096191406,0.8951075020182886
SPY,BUY,POSITIVE,2023-12-07 00:00:00-05:00,2023-12-11 00:00:00-05:00,449.2482604980469,452.93450927734375,0.820537129116583
SPY,BUY,POSITIVE,2023-12-12 00:00:00-05:00,2023-12-15 00:00:00-05:00,455.003173828125,461.9961853027344,1.5369148781478437
SPY,BUY,POSITIVE,2023-12-12 00:00:00-05:00,2023-12-15 00:00:00-05:00,455.003173828125,461.9961853027344,1.5369148781478437
SPY,BUY,POSITIVE,2023-12-12 00:00:00-05:00,2023-12-15 00:00:00-05:00,455.003173828125,461.9961853027344,1.5369148781478437
SPY,SELL,NEGATIVE,2023-12-13 00:00:00-05:00,2023-12-18 00:00:00-05:00,461.2777404785156,464.594970703125,-0.7191394540669194
SPY,SELL,NEGATIVE,2023-12-13 00:00:00-05:00,2023-12-18 00:00:00-05:00,461.2777404785156,464.594970703125,-0.7191394540669194
SPY,BUY,POSITIVE,2024-02-12 00:00:00-05:00,2024-02-15 00:00:00-05:00,493.1516418457031,494.1655578613281,0.20559923755505416
SPY,BUY,POSITIVE,2024-02-13 00:00:00-05:00,2024-02-16 00:00:00-05:00,486.3594970703125,491.70465087890625,1.0990129401793114
SPY,BUY,POSITIVE,2024-03-21 00:00:00-04:00,2024-03-25 00:00:00-04:00,515.63720703125,513.23779296875,-0.4653298927582261
SPY,BUY,POSITIVE,2024-04-04 00:00:00-04:00,2024-04-08 00:00:00-04:00,506.6219787597656,512.200927734375,1.1012054763725132
SPY,SELL,NEGATIVE,2024-04-05 00:00:00-04:00,2024-04-08 00:00:00-04:00,511.91455078125,512.200927734375,-0.055942335041647695
