total_trades,avg_return,median_return,win_rate,max_gain,max_loss,total_return,sentiment_counts
2358,-0.13294990919483343,0.05992761517650269,51.10262934690416,21.824478771862953,-31.347843380093245,-313.4958858814172,"{'POSITIVE': 1613, 'NEGATIVE': 536, 'STRONGLY_NEGATIVE': 109, 'STRONGLY_POSITIVE': 100}"
